screen_name,fullname,text,timestamp,following,followers,num_tweets,location,num_likes,id,date_joined,num_days_joined,days_on_twitter
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ดูข่าวให้ดี อย่าเชื่อข่าวปลอม แล้วค่อยมาแสดงึวาทคิดเห็นนะครับ
#รัฐบาลเตรียมพร้อม",2020-02-02 17:52:19,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
thaiprong,รวมใจไทยปรองดอง," ข่าวดี!! แพทย์ราชวิถี รักษาผู้ป่วยโคโรนา อาการดีขึ้นภายใน 48 ชั่วโมง
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอม
https://www.facebook.com/thaiprong2019/?modal=admin_todo_tour …pic.twitter.com/Pw1pg2ABZf",2020-02-02 15:15:13,304,99,78,-1,9,1209024400651014144,2019-12-23 00:14:00,65 days 23:46:00.000000000,65
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ดูข่าวให้ดี อย่าเชื่อข่าวปลอม แล้วค่อยมาแสดงึวาทคิดเห็นนะครับ
#รัฐบาลเตรียมพร้อม",2020-02-02 17:52:19,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
thaiprong,รวมใจไทยปรองดอง," ข่าวดี!! แพทย์ราชวิถี รักษาผู้ป่วยโคโรนา อาการดีขึ้นภายใน 48 ชั่วโมง
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอม
https://www.facebook.com/thaiprong2019/?modal=admin_todo_tour …pic.twitter.com/Pw1pg2ABZf",2020-02-02 15:15:13,304,99,78,-1,9,1209024400651014144,2019-12-23 00:14:00,65 days 23:46:00.000000000,65
thaiprong,รวมใจไทยปรองดอง," อัปเดตไวรัส ""โคโรนา"" ประจำวันที่ 1 ก.พ. 63 ในไทย
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมpic.twitter.com/whYrkYzGEI",2020-02-01 15:34:33,304,99,78,-1,8,1209024400651014144,2019-12-23 00:14:00,65 days 23:46:00.000000000,65
Talone86913539,Talone,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-02-01 06:18:07,123,4,234,-1,0,1201739583513231360,2019-12-02 21:47:00,86 days 02:13:00.000000000,86
Talone86913539,Talone,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-02-01 06:04:59,123,4,234,-1,0,1201739583513231360,2019-12-02 21:47:00,86 days 02:13:00.000000000,86
jay96599246,jay,เป็นกำลังใจให้ครับ #รัฐบาลเตรียมพร้อม,2020-02-01 05:48:45,145,7,256,-1,1,1202832347541884928,2019-12-05 22:09:00,83 days 01:51:00.000000000,83
jay96599246,jay,ทหารของประชาชน #รัฐบาลเตรียมพร้อม,2020-02-01 05:47:12,145,7,256,-1,0,1202832347541884928,2019-12-05 22:09:00,83 days 01:51:00.000000000,83
narathon1982,Narathon1982,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ คัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย  #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-02-01 01:34:30,48,2,143,-1,0,1204319952833925120,2019-12-10 00:40:00,78 days 23:20:00.000000000,78
thaiprong,รวมใจไทยปรองดอง," อัปเดตไวรัส ""โคโรนา"" ประจำวันที่ 1 ก.พ. 63 ในไทย
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมpic.twitter.com/whYrkYzGEI",2020-02-01 15:34:33,304,99,78,-1,8,1209024400651014144,2019-12-23 00:14:00,65 days 23:46:00.000000000,65
Talone86913539,Talone,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-02-01 06:18:07,123,4,234,-1,0,1201739583513231360,2019-12-02 21:47:00,86 days 02:13:00.000000000,86
Talone86913539,Talone,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-02-01 06:04:59,123,4,234,-1,0,1201739583513231360,2019-12-02 21:47:00,86 days 02:13:00.000000000,86
jay96599246,jay,เป็นกำลังใจให้ครับ #รัฐบาลเตรียมพร้อม,2020-02-01 05:48:45,145,7,256,-1,1,1202832347541884928,2019-12-05 22:09:00,83 days 01:51:00.000000000,83
jay96599246,jay,ทหารของประชาชน #รัฐบาลเตรียมพร้อม,2020-02-01 05:47:12,145,7,256,-1,0,1202832347541884928,2019-12-05 22:09:00,83 days 01:51:00.000000000,83
narathon1982,Narathon1982,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ คัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย  #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-02-01 01:34:30,48,2,143,-1,0,1204319952833925120,2019-12-10 00:40:00,78 days 23:20:00.000000000,78
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"งานที่ทำ ดังกว่าคำที่พูด 
เจ้าหน้าที่รัฐได้พิสูจน์ ให้เห็น ว่าท่าน ตั้งใจในการแก้ปัญหา
แต่คนที่มองอย่างอคติ ก็ดูเป็นลบเสมอ
ผมเห็นเจ้าหน้ารัฐ ตั้งใจปฏิบัติหน้าที่ และ ใส่ใจในปัญหา ครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:53:41,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"เราประชาชน คนไทยด้วยกัน ต้องช่วยกันประชาสัมพันธ์ เกี่ยวกับเรื่องนี้ด้วยนะครับ อย่าปล่อยให้เป็นหน้าที่ของใครคนหนึ่ง หรือหน่วยงานใด หน่วยงานหนึ่ง
#รัฐบาลเตรียมพร้อม
#ทหารเป็นที่พึ่งของประชาชน",2020-02-03 16:50:25,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ขอบคุณสื่อดีๆ ดูแล้วเข้าใจง่ายครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:46:30,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"เมื่อเกิดปัญหา เจ้าหน้าที่รัฐ ต้องใส่ ใจ แบบที่ทำอย่างนี้ นะครับ
#เรารักทหาร
#รัฐบาลเตรียมพร้อม",2020-02-03 16:44:22,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ทุกภาคส่วน ต้องร่วมด้วยช่วยกัน
ผมเห็นสิ่งที่รัฐบาลทำ เรื่องบางเรื่องเป็นสิ่งที่ดีก็ชื่นชม
ถ้าไม่ดี ก็ติ
แต่ครั้งนี้ ขอชื่นชมเจ้าหน้ารัฐ และทุกภาค ส่วนที่ทำให้งานขับเคลื่อน ครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:41:52,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"เจ้าหน้าที่รัฐ ทุ่มเท ให้การทำหน้าที่ ขอชื่นชมครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:24:12,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,กองทัพดูแลใส่ใจ บ้านเมือง #รัฐบาลเตรียมพร้อม,2020-02-03 16:13:34,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ผมประชาชนคนหนึ่ง จดจำในสิ่งที่ เจ้าหน้ารัฐทำ คือการช่วยเหลือประชาชน อย่างเสียสละ พร้มทั้งห่วงใยใส่ใจสุขภาพ ผู้ที่เดินทางมาที่เมืองไทยครับครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:10:57,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"เพื่อรักษา และ ระวังป้องกัน เจ้าหน้าที่รัฐ ผมดูว่าพร้อมครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 15:58:04,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"งานที่ทำ ดังกว่าคำที่พูด 
เจ้าหน้าที่รัฐได้พิสูจน์ ให้เห็น ว่าท่าน ตั้งใจในการแก้ปัญหา
แต่คนที่มองอย่างอคติ ก็ดูเป็นลบเสมอ
ผมเห็นเจ้าหน้ารัฐ ตั้งใจปฏิบัติหน้าที่ และ ใส่ใจในปัญหา ครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:53:41,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"เราประชาชน คนไทยด้วยกัน ต้องช่วยกันประชาสัมพันธ์ เกี่ยวกับเรื่องนี้ด้วยนะครับ อย่าปล่อยให้เป็นหน้าที่ของใครคนหนึ่ง หรือหน่วยงานใด หน่วยงานหนึ่ง
#รัฐบาลเตรียมพร้อม
#ทหารเป็นที่พึ่งของประชาชน",2020-02-03 16:50:25,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ขอบคุณสื่อดีๆ ดูแล้วเข้าใจง่ายครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:46:30,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"เมื่อเกิดปัญหา เจ้าหน้าที่รัฐ ต้องใส่ ใจ แบบที่ทำอย่างนี้ นะครับ
#เรารักทหาร
#รัฐบาลเตรียมพร้อม",2020-02-03 16:44:22,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ทุกภาคส่วน ต้องร่วมด้วยช่วยกัน
ผมเห็นสิ่งที่รัฐบาลทำ เรื่องบางเรื่องเป็นสิ่งที่ดีก็ชื่นชม
ถ้าไม่ดี ก็ติ
แต่ครั้งนี้ ขอชื่นชมเจ้าหน้ารัฐ และทุกภาค ส่วนที่ทำให้งานขับเคลื่อน ครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:41:52,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"เจ้าหน้าที่รัฐ ทุ่มเท ให้การทำหน้าที่ ขอชื่นชมครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:24:12,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,กองทัพดูแลใส่ใจ บ้านเมือง #รัฐบาลเตรียมพร้อม,2020-02-03 16:13:34,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"ผมประชาชนคนหนึ่ง จดจำในสิ่งที่ เจ้าหน้ารัฐทำ คือการช่วยเหลือประชาชน อย่างเสียสละ พร้มทั้งห่วงใยใส่ใจสุขภาพ ผู้ที่เดินทางมาที่เมืองไทยครับครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 16:10:57,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
KI36bsxg8ozf6bg,ชัย สุขกายสบายใจ,"เพื่อรักษา และ ระวังป้องกัน เจ้าหน้าที่รัฐ ผมดูว่าพร้อมครับ
#รัฐบาลเตรียมพร้อม",2020-02-03 15:58:04,36,22,2673,-1,0,1201755584225107968,2019-12-02 22:50:00,86 days 01:10:00.000000000,86
El4T7W2d02pKnFF,กมล,"""คนไทย"" ใน ""อู่ฮั่น"" อัปเดตสถานการณ์ ""ไวรัสโคโรน่า"" มีหลายอย่างที่ดีขึ้น-แย่
http://www.topicza.com/news102560.html?d=29012020&f=87344 …
#เสีอโหย#
#ไอซ์หีบเหล็ก
#ไอรีนสวยมาก
#รัฐบาลเฮงซวย
#รัฐศาสตร์มธ
#รัฐบาลโง่
#รัฐบาลเฮ็งซวย
#รัฐศาสตร์
#รัฐบาลหัวควย
#รัฐบาลเตรียมพร้อม
#ตุ๊กตามินฮยอน",2020-01-28 19:17:21,32,1,28,-1,0,1221312528212316160,2020-01-26 06:03:00,31 days 17:57:00.000000000,31
trueman98587845,trueman,สู้ๆ นะครับ เป็นกำลังใจให้ เจ้าหน้าที่ทุกคน มันเหนื่อยจริงๆ #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาสhttps://twitter.com/armypr_news/status/1222067491024715776 …,2020-01-28 13:27:34,30,4,1032,-1,2,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,สู้ๆ นะครับ เป็นกำลังใจให้ เจ้าหน้าที่ทุกคน มันเหนื่อยจริงๆ #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 13:27:29,30,4,1032,-1,1,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,คุณหญิง แมร่งออกตัวแรงตั้งแต่ ข่าว Fake ละสร้างสถานการณ์ได้แบบมีคนเชื่อด้วยนะ อันที่จริงแมร่งน่าจะร่วมมือกันระหว่างฝ่ายค้านกับรัฐบาลทำงาน นี่อะไรด่ากันไปด่ากันมา #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาสhttps://twitter.com/ThaksinsLife/status/1222118721457549313 …,2020-01-28 13:00:55,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,คุณหญิง แมร่งออกตัวแรงตั้งแต่ ข่าว Fake ละสร้างสถานการณ์ได้แบบมีคนเชื่อด้วยนะ อันที่จริงแมร่งน่าจะร่วมมือกันระหว่างฝ่ายค้านกับรัฐบาลทำงาน นี่อะไรด่ากันไปด่ากันมา #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 13:00:49,30,4,1032,-1,1,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,คุณหญิง แมร่งออกตัวแรงตั้งแต่ ข่าว Fake ละสร้างสถานการณ์ได้แบบมีคนเชื่อด้วยนะ อันที่จริงแมร่งน่าจะร่วมมือกันระหว่างฝ่ายค้านกับรัฐบาลทำงาน นี่อะไรด่ากันไปด่ากันมา #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 13:00:38,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,และจีนก็กลัวว่าขนกลับมามาแพร่เชื้อ จีนโดนด่าอีก ปล่อยไปได้ไง จะมีแต่พวก ออกมารัวๆ อ้าง ว่ามีคนอยากกลับบ้าน #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาสhttps://twitter.com/Itsara_Th/status/1222125603253440513 …,2020-01-28 12:36:36,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,และจีนก็กลัวว่าขนกลับมามาแพร่เชื้อ จีนโดนด่าอีก ปล่อยไปได้ไง จะมีแต่พวก ออกมารัวๆ อ้าง ว่ามีคนอยากกลับบ้าน #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 12:36:27,30,4,1032,-1,2,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
thaiprong,รวมใจไทยปรองดอง,"ขอร้องทุกคนช่วยเสพสื่ออย่างมีสติ อย่าแชร์ข่าวปลอม เพราะจะสร้างความตื่นตระหนกให้กับคนไทย ซึ่งรัฐบาล ไทยได้เตรียมความพร้อมรับสถานการณ์การระบาดของไวรัสโคโรนาไว้แล้ว #ไวรัสโคโรนาสายพันธุ์ใหม่2019
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/suchartonly/status/1221766595925536768 …",2020-01-28 08:28:56,304,99,78,-1,8,1209024400651014144,2019-12-23 00:14:00,65 days 23:46:00.000000000,65
thaiprong,รวมใจไทยปรองดอง,"อีกด้านหนึ่งของสังคมไทย ที่ได้มองเห็นแล้วก็รู้สึกได้ว่า #แผ่นดินไทยไม่สิ้นคนดี ฉะนั้นเรามาร่วมใจกันสรา้งสังคมให้น่าอยู่ดีกว่าไหม. #ไวรัสโคโรนาสายพันธุ์ใหม่2019
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/onenews31/status/1221816691409084418 …",2020-01-28 08:26:36,304,99,78,-1,7,1209024400651014144,2019-12-23 00:14:00,65 days 23:46:00.000000000,65
thaiprong,รวมใจไทยปรองดอง,"ทหารเป็นได้ทุกอย่าจริงๆ #ไวรัสโคโรนาสายพันธุ์ใหม่2019
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/armypr_news/status/1222067491024715776 …",2020-01-28 08:19:02,304,99,78,-1,8,1209024400651014144,2019-12-23 00:14:00,65 days 23:46:00.000000000,65
napoly001,Napoly001,"ขอให้ทุกคนเสพสื่ออย่างมีสติ อย่าแชร์ข่าวปลอม เพราะจะสร้างความตื่นตระหนกให้กับคนไทย ซึ่งรัฐบาล ไทยได้เตรียมความพร้อมรับสถานการณ์การระบาดของไวรัสโคโรนาไว้แล้วนะครับ #เชื่อมั่นรัฐบาล
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกpic.twitter.com/Siy0Q95WYJ",2020-01-28 08:11:49,247,53,119,-1,2,1203954074435014656,2019-12-09 00:26:00,79 days 23:34:00.000000000,79
El4T7W2d02pKnFF,กมล,"""คนไทย"" ใน ""อู่ฮั่น"" อัปเดตสถานการณ์ ""ไวรัสโคโรน่า"" มีหลายอย่างที่ดีขึ้น-แย่
http://www.topicza.com/news102560.html?d=29012020&f=87344 …
#เสีอโหย#
#ไอซ์หีบเหล็ก
#ไอรีนสวยมาก
#รัฐบาลเฮงซวย
#รัฐศาสตร์มธ
#รัฐบาลโง่
#รัฐบาลเฮ็งซวย
#รัฐศาสตร์
#รัฐบาลหัวควย
#รัฐบาลเตรียมพร้อม
#ตุ๊กตามินฮยอน",2020-01-28 19:17:21,32,1,28,-1,0,1221312528212316160,2020-01-26 06:03:00,31 days 17:57:00.000000000,31
trueman98587845,trueman,สู้ๆ นะครับ เป็นกำลังใจให้ เจ้าหน้าที่ทุกคน มันเหนื่อยจริงๆ #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาสhttps://twitter.com/armypr_news/status/1222067491024715776 …,2020-01-28 13:27:34,30,4,1032,-1,2,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,สู้ๆ นะครับ เป็นกำลังใจให้ เจ้าหน้าที่ทุกคน มันเหนื่อยจริงๆ #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 13:27:29,30,4,1032,-1,1,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,คุณหญิง แมร่งออกตัวแรงตั้งแต่ ข่าว Fake ละสร้างสถานการณ์ได้แบบมีคนเชื่อด้วยนะ อันที่จริงแมร่งน่าจะร่วมมือกันระหว่างฝ่ายค้านกับรัฐบาลทำงาน นี่อะไรด่ากันไปด่ากันมา #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาสhttps://twitter.com/ThaksinsLife/status/1222118721457549313 …,2020-01-28 13:00:55,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,คุณหญิง แมร่งออกตัวแรงตั้งแต่ ข่าว Fake ละสร้างสถานการณ์ได้แบบมีคนเชื่อด้วยนะ อันที่จริงแมร่งน่าจะร่วมมือกันระหว่างฝ่ายค้านกับรัฐบาลทำงาน นี่อะไรด่ากันไปด่ากันมา #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 13:00:49,30,4,1032,-1,1,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,คุณหญิง แมร่งออกตัวแรงตั้งแต่ ข่าว Fake ละสร้างสถานการณ์ได้แบบมีคนเชื่อด้วยนะ อันที่จริงแมร่งน่าจะร่วมมือกันระหว่างฝ่ายค้านกับรัฐบาลทำงาน นี่อะไรด่ากันไปด่ากันมา #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 13:00:38,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,และจีนก็กลัวว่าขนกลับมามาแพร่เชื้อ จีนโดนด่าอีก ปล่อยไปได้ไง จะมีแต่พวก ออกมารัวๆ อ้าง ว่ามีคนอยากกลับบ้าน #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาสhttps://twitter.com/Itsara_Th/status/1222125603253440513 …,2020-01-28 12:36:36,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
trueman98587845,trueman,และจีนก็กลัวว่าขนกลับมามาแพร่เชื้อ จีนโดนด่าอีก ปล่อยไปได้ไง จะมีแต่พวก ออกมารัวๆ อ้าง ว่ามีคนอยากกลับบ้าน #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก #ทหารที่พึ่งของประชาชนทุกโอกาส,2020-01-28 12:36:27,30,4,1032,-1,2,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35
thaiprong,รวมใจไทยปรองดอง,"ขอร้องทุกคนช่วยเสพสื่ออย่างมีสติ อย่าแชร์ข่าวปลอม เพราะจะสร้างความตื่นตระหนกให้กับคนไทย ซึ่งรัฐบาล ไทยได้เตรียมความพร้อมรับสถานการณ์การระบาดของไวรัสโคโรนาไว้แล้ว #ไวรัสโคโรนาสายพันธุ์ใหม่2019
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/suchartonly/status/1221766595925536768 …",2020-01-28 08:28:56,304,99,78,-1,8,1209024400651014144,2019-12-23 00:14:00,65 days 23:46:00.000000000,65
